;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
223;REQUINOA;0.0;0.0;892.4;0.0;351.8;587.6;0.0;216;0.0;833.2;974.6;718.0;0.0;25.6;0.0;2536.8;1460.4;1990.2;0.0;0.0;3003.0;4221.6;4903.0;2301;2614
224;CHILLAN VIEJO;0.0;326.4;769.6;110.0;384.0;517.4;0.0;0;377.6;1125.2;1478.2;1318.4;0.0;157.4;0.0;640.2;3411.0;2161.2;1197.0;0.0;2369.4;1065.0;2347.0;2289;3356
225;ERCILLA;0.0;0.0;324.0;471.6;292.2;740.0;0.0;607;0.0;0.0;172.0;0.0;0.0;133.0;0.0;392.0;470.6;681.0;88.80000000000001;0.0;558.4000000000001;1122.0;679.4;771;654
226;CALERA DE TANGO;22.400000000000002;0.0;233.60000000000002;192.0;2061.0;175.60000000000002;0.0;0;541.6;771.0;393.6;295.0;185.0;664.6;0.0;0.0;534.4;1462.0;181.8;0.0;2827.0;1817.4;2800.0;1894;2113
227;ISLA DE PASCUA;0.0;0.0;0.0;1298.6000000000001;0.0;0.0;0.0;130;0.0;22.0;291.8;0.0;0.0;0.0;0.0;353.20000000000005;175.2;739.8000000000001;0.0;0.0;46.0;765.4000000000001;0.0;197;252
228;LICANTEN;0.0;48.800000000000004;755.8;886.2;80.4;73.6;0.0;0;0.0;41.6;88.0;116.80000000000001;0.0;11.600000000000001;0.0;167.0;1519.6000000000001;189.6;70.6;0.0;533.6;394.6;1550.0;580;459
229;O'HIGGINS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;219.0;0.0;0.0;0.0;0.0;9.0;0.0;92.8;0.0;0.0;0.0;215.0;149.6;13;6
230;PUQUELDON;0.0;0.0;0.0;0.0;73.0;263.0;0.0;0;0.0;75.4;203.0;0.0;0.0;14.0;0.0;212.0;0.0;382.0;37.0;0.0;928.6;702.4000000000001;781.4000000000001;537;263
231;LAJA;0.0;37.6;908.4;117.60000000000001;232.60000000000002;379.0;190.4;499;0.0;154.0;626.2;201.0;18.400000000000002;0.0;18.400000000000002;128.6;3422.2000000000003;2784.2;333.0;0.0;1994.0;4026.4;2300.8;1303;1579
232;TENO;368.0;137.6;748.8;1491.8;314.8;1464.4;0.0;0;0.0;403.6;3567.0;0.0;0.0;38.400000000000006;0.0;698.0;3481.0;362.4;241.4;0.0;4715.8;2599.4;2903.0;2469;2550
233;RANQUIL;0.0;32.0;0.0;415.0;0.0;103.6;0.0;0;420.8;0.0;819.0;77.0;0.0;7.6000000000000005;0.0;665.8;738.0;214.8;131.4;0.0;148.0;602.0;1602.0;371;388
234;SAN ANTONIO;0.0;156.8;136.0;545.8;6774.8;922.8000000000001;341.3333333333333;0;0.0;3877.0;6478.4;1355.0;341.3333333333333;922.8000000000001;2470.3333333333335;602.0;6248.0;4331.8;606.4000000000001;0.0;5733.2;8213.4;2241.8;6572;10612
235;HIJUELAS;0.0;0.0;0.0;0.0;775.2;501.0;45.6;0;0.0;473.0;508.8;1194.6;45.6;0.0;189.6;311.8;136.8;1637.0;276.0;0.0;1489.6;1894.8;1376.8000000000002;1531;1821
236;LA ESTRELLA;0.0;0.0;0.0;174.0;189.0;24.0;0.0;404;0.0;118.0;204.4;36.800000000000004;0.0;24.0;0.0;115.0;652.0;41.0;0.0;0.0;90.8;509.2;1533.0;280;251
237;CISNES;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0;0.0;173.0;730.2;0.0;0.0;0.0;0.0;133.4;200.60000000000002;565.4;0.0;0.0;401.2;1262.6;288.0;252;184
238;PEÑALOLEN;6437.4;0.0;1959.0;5039.8;23716.0;4428.6;1498.3999999999999;2931;6020.6;7711.0;9058.0;1698.0;4603.4;1147.6;1498.3999999999999;8488.4;3478.2000000000003;7942.0;2878.4;0.0;17733.6;19740.4;9011.0;16930;25961
239;VALDIVIA;0.0;3476.0;0.0;3615.2;20417.2;4097.0;0.0;0;0.0;6462.4;6908.0;1240.0;0.0;0.0;0.0;6121.2;2370.6000000000004;31781.0;3966.8;0.0;19299.4;13940.0;4307.4;11920;16513
240;PITRUFQUEN;0.0;499.0;364.20000000000005;160.2;1314.2;597.0;0.0;0;0.0;274.0;769.0;272.0;0.0;658.0;0.0;935.8;3771.0;661.0;127.2;0.0;1424.0;2667.2;7717.6;1883;2175
241;CHANCO;0.0;0.0;0.0;0.0;0.0;65.0;0.0;635;0.0;130.0;1154.0;0.0;0.0;0.0;0.0;599.4;2063.4;152.60000000000002;116.0;0.0;787.8;1937.2;724.2;701;435
242;VICTORIA;0.0;224.0;1224.0;3227.2000000000003;1367.2;0.0;0.0;0;0.0;57.0;949.8;0.0;0.0;1427.0;0.0;1794.8;1626.4;1218.0;1768.6000000000001;0.0;3128.0;2659.0;4943.2;2065;3293
243;PAINE;134.0;0.0;0.0;855.2;3462.0;3984.0;0.0;0;1713.6000000000001;3340.0;2932.6;873.0;568.0;193.0;0.0;211.0;654.2;3684.0;1434.2;0.0;14855.400000000001;2673.0;12305.6;6000;5991
244;HUALQUI;0.0;42.400000000000006;1864.6;186.8;1385.2;461.8;0.0;349;0.0;3750.2;1367.0;444.0;0.0;52.800000000000004;0.0;941.0;557.6;1317.0;1946.8000000000002;0.0;1879.0;1375.4;1328.4;1894;2360
245;LOS VILOS;0.0;0.0;293.6;0.0;1861.6;0.0;0.0;0;0.0;2801.8;1504.2;226.0;0.0;0.0;0.0;662.6;690.8000000000001;1106.2;0.0;0.0;858.0;2286.0;1339.0;1254;1415
246;CALBUCO;0.0;2475.0;0.0;243.4;768.6;616.0;0.0;0;0.0;1138.0;1121.0;475.8;0.0;865.0;0.0;664.0;1774.2;2707.6;0.0;0.0;4280.2;3902.6;5158.4;4855;3416
247;LO PRADO;560.0;0.0;1660.0;328.0;4679.8;3535.0;123.46666666666668;0;2164.6000000000004;7888.0;2450.8;4132.0;1740.4666666666667;303.0;123.46666666666668;12237.0;3690.2000000000003;3596.8;2603.8;0.0;4855.2;6721.0;2460.6;7111;11670
248;CUNCO;0.0;0.0;1462.0;250.6;963.6;466.6;0.0;0;0.0;464.0;730.0;276.0;0.0;25.6;0.0;871.2;1391.6000000000001;442.0;121.60000000000001;0.0;2571.0;3023.2;1958.4;1768;1626
